zone,reference,description,qty,note,source_file,source_sheet,category,Код МР,Общее количество
,А3,Кабель соединительный оптический,1,,БЗ.doc,doc,optics,-,3
,А4,Кабель соединительный оптический,1,,БЗ.doc,doc,optics,-,3
,А5,Кабель соединительный оптический,1,,БЗ.doc,doc,optics,-,3
