zone,reference,description,qty,note,source_file,source_sheet,category,Код МР,Общее количество
,M1 - M4,"Вентилятор 9LG0824S4001,  ф. SANYO DENKI",4,Добавить в СП: Сетка защитная,БЗ.doc,doc,others,-,4
